Provisioning : Storage Systems : V400_B94 : Virtual Volumes - Virtual Volumes

Name,State,Virtual Size (GiB),Reserved User Size (GiB),Exported To,RC Group
SRM_ESX_2B99_DMZ_PCI,Normal,750 000 GiB,16 000 GiB,ESX_103_P_DMZ  ESX_03_P_DMZ  ESX_101_P_DMZ,SRM_ESX_2B99_DMZ_PCI
SRM_ESX_2CD5_PCI_P_repli,Normal,2 100 000 GiB,449 000 GiB,--,SRM_ESX_PCI_PROD_03.r39317
SRM_ESX_2CD9_PCI_P_repli,Normal,1 500 000 GiB,689 000 GiB,--,SRM_ESX_PCI_PROD_05.r39317
SRM_ESX_2E3B_P_LIC_PCI-U,Normal,2 000 000 GiB,65 000 GiB,ESX_95_P_LIC  ESX_62_P_LIC  ESX_57_P_LIC  <html><i>set:</i>ESX_P_LIC_B94</html>,SRM_ESX_2E3B_P_PCI-U
SRM_ESX_2E18_P_PCI_QUATREM,Normal,2 000 000 GiB,1 262 000 GiB,ESX_95_P_LIC  ESX_62_P_LIC  ESX_57_P_LIC  <html><i>set:</i>ESX_P_LIC_B94</html>,SRM_ESX_PCI_QUATREM
SRM_ESX_2EE5_PCI_P_repli,Normal,2 000 000 GiB,943 000 GiB,--,SRM_ESX_2EE5_PCI_P.r39317
SRM_ESX_2EE6_PCI_P_repli,Normal,1 500 000 GiB,561 000 GiB,--,SRM_ESX_2EE6_PCI_P.r39317
SRM_ESX_2EE7_DMZ_PCI_P_repli,Normal,750 000 GiB,17 000 GiB,--,SRM_ESX_2EE7_DMZ_PCI_P.r39317
SRM_ESX_2EE8_DMZ_PCI_P_repli,Normal,750 000 GiB,16 000 GiB,--,SRM_ESX_2EE8_DMZ_PCI_P.r39317
SRM_ESX_2F5A_P_LIC_PCI-U_repli,Normal,2 000 000 GiB,65 000 GiB,--,SRM_ESX_2F5A_P_PCI-U.r39317
SRM_ESX_2F08_PCI_P,Normal,2 000 000 GiB,641 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_PCI_PROD_06
SRM_ESX_2F09_DMZ_PCI_PROD01,Normal,1 500 000 GiB,33 000 GiB,ESX_103_P_DMZ  ESX_03_P_DMZ  ESX_101_P_DMZ,SRM_ESX_2F09_DMZ_PCI
SRM_ESX_2FB7_CITRIX_P,Normal,5 000 000 GiB,1 931 125 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_2FB7_CITRIX_P
SRM_ESX_4E2_P_PCI_QUATREM,Normal,2 000 000 GiB,1 740 375 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_PCI_QUATREM
SRM_ESX_6F7_PCI_P_repli,Normal,2 000 000 GiB,1 502 625 GiB,--,SRM_ESX_PCI_PROD_02.r39317
SRM_ESX_9B5_PCI_P,Normal,2 600 000 GiB,1 926 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_PCI_PROD_03
SRM_ESX_67D_MEPAPP029_L1_repli,Normal,2 200 000 GiB,1 314 125 GiB,--,SRM_ESX_PCI_ARCHIMED1.r39317
SRM_ESX_75F8_ESX09,Normal,200 000 GiB,129 000 GiB,--,SRM_ESX_75F8_TEST
SRM_ESX_097_PCI_P,Normal,3 400 000 GiB,2 434 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_PCI_PROD_02
SRM_ESX_311C_CITRIX_P_repli,Normal,5 000 000 GiB,1 952 375 GiB,--,SRM_ESX_311C_CITRIX_P.r39317
SRM_ESX_753_ESX09,Normal,100 000 GiB,16 000 GiB,ESX_09_T,SRM_ESX_LUN05_ESX09
SRM_ESX_1043_P_PCI_repli,Normal,2 000 000 GiB,1 611 000 GiB,--,SRM_ESX_1043_P_PCI.r39317
SRM_ESX_1044_P_PCI_repli,Normal,2 000 000 GiB,802 000 GiB,--,SRM_ESX_PCI_FILER.r39317
SRM_ESX_1347_DMZ_P,Normal,750 000 GiB,78 000 GiB,ESX_103_P_DMZ  ESX_03_P_DMZ  ESX_101_P_DMZ,SRM_ESX_1347_DMZ
SRM_ESX_1472_PCI_U_repli,Normal,2 000 000 GiB,1 917 500 GiB,--,SRM_ESX_1472_PCI_U.r39317
SRM_ESX_3238_PCI_P,Normal,2 000 000 GiB,481 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_3238_PCI_P
SRM_ESX_DC7_P_PCI,Normal,2 000 000 GiB,234 000 GiB,--,SRM_ESX_PCI_PROD_04
SRM_ESX_E8F_PCI_EASYINFO_repli,Normal,4 600 000 GiB,1 735 000 GiB,--,SRM_ESX_PCI_EASYINFO_A.r39317
SRM_ESX_E26_P_PCI_QUATREM_repli,Normal,1 500 000 GiB,111 000 GiB,--,SRM_ESX_PCI_QUATREM_A.r39317
SRM_ESX_LUN48_P_PCI-U_repli,Normal,1 500 000 GiB,1 036 875 GiB,--,SRM_ESX_LUN48_P_PCI-U.r39317
SRM_ESX_LUN68_DMZ_P,Normal,750 000 GiB,26 000 GiB,ESX_103_P_DMZ  ESX_03_P_DMZ  ESX_101_P_DMZ,SRM_ESX_LUN68_DMZ
SRM_ESX_LUN70_DMZ_P_repli,Normal,750 000 GiB,92 750 GiB,--,SRM_ESX_LUN70_DMZ.r39317
SRM_ESX_LUN73_P_PCI_FILER_repli,Normal,4 500 000 GiB,1 369 875 GiB,--,SRM_ESX_73_P_PCI_FILER.r39317
SRM_ESX_LUN81_DMZ_P_MIX_repli,Normal,750 000 GiB,83 000 GiB,--,SRM_ESX_PCI_DMZ_01.r39317
SRM_ESX_LUN93_P_ARCHIMED_repli,Normal,2 150 000 GiB,1 671 000 GiB,--,SRM_ESX_PCI_ARCHIMED2.r39317
SRM_ESX_LUN107_P_PCI-PFE,Normal,950 000 GiB,518 750 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_PCI_PFE
SRM_ESX_LUN109_P_ARCHIMED1_rep,Normal,200 000 GiB,92 000 GiB,--,SRM_ESX_PCI_ARCHIMED1.r39317
SRM_ESX_PCI_29A4_P_repli,Normal,2 650 000 GiB,1 887 000 GiB,--,SRM_ESX_PCI_29A4_P.r39317
SRM_ESX_RDM_76_VWI0FIC001,Normal,2 000 000 GiB,1 969 000 GiB,--,ESX_PCI_QUATREM
SRM_ESX_RDM_77_VWI0FIC001,Normal,2 000 000 GiB,1 994 000 GiB,--,ESX_PCI_QUATREM
SRM_ESX_RDM_157_MEPINF039_D_rep,Normal,2 047 000 GiB,2 043 000 GiB,--,SRM_ESX_PCI_FILER.r39317
SRM_ESX_RDM_158_MEPINF039_E_rep,Normal,2 047 000 GiB,2 048 000 GiB,--,SRM_ESX_PCI_FILER.r39317
SRM_ESX_RDM_172_MEPINF039_F_rep,Normal,1 024 000 GiB,969 000 GiB,--,SRM_ESX_PCI_FILER.r39317
SRM_ESX_RDM_181_MEPINF039_G_rep,Normal,1 500 000 GiB,1 472 000 GiB,--,SRM_ESX_PCI_FILER.r39317
SRM_ESX_RDM_EB1_VWI0BDD027_D_re,Normal,500 000 GiB,16 125 GiB,--,SRM_ESX_PCI_EASYINFO_A.r39317
SRM_ESX_RDM_EB2_VWI0BDD027_E_re,Normal,500 000 GiB,16 125 GiB,--,SRM_ESX_PCI_EASYINFO_A.r39317
SRM_ESX_WINARCHDB2PROD_L1_repli,Normal,2 150 000 GiB,1 892 000 GiB,--,SRM_ESX_PCI_ARCHIMED2.r39317
SRM_ESX_WINARCHDB2PROD_L2_repli,Normal,2 100 000 GiB,1 805 000 GiB,--,SRM_ESX_PCI_ARCHIMED2.r39317
SRM_ESX_WINARCHDB2PROD_L3_repli,Normal,2 150 000 GiB,1 144 000 GiB,--,SRM_ESX_PCI_ARCHIMED2.r39317
SRM_ESX_WINDEMATFICPROD_D,Normal,600 000 GiB,494 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_PCI_PFE
VVRENAME1_repli,Normal,10 000 GiB,10 000 GiB,--,TESTRENAME.r39317
VVRENAME2_repli,Normal,10 000 GiB,10 000 GiB,--,TESTRENAME.r39317
WIN0APP001_C_repli,Normal,60 000 GiB,52 000 GiB,--,WIN0APP001.r39317
WIN0APP001_DATA_repli,Normal,50 000 GiB,16 250 GiB,--,WIN0APP001.r39317
WIN0APP001_LOGS_repli,Normal,10 000 GiB,2 000 GiB,--,WIN0APP001.r39317
WIN0APP002_C_repli,Normal,60 000 GiB,20 000 GiB,--,WIN0APP002.r39317
WIN0APP002_DATA_repli,Normal,50 000 GiB,7 000 GiB,--,WIN0APP002.r39317
WIN0APP002_LOGS_repli,Normal,10 000 GiB,2 000 GiB,--,WIN0APP002.r39317
WIN0APP003_C_repli,Normal,70 000 GiB,30 000 GiB,--,WIN0APP003.r39317
WIN0APP003_LOGS_repli,Normal,200 000 GiB,16 000 GiB,--,WIN0APP003.r39317
WIN0APP004_C_repli,Normal,70 000 GiB,30 000 GiB,--,WIN0APP004.r39317
WIN0APP004_DATA_repli,Normal,500 000 GiB,191 625 GiB,--,WIN0APP004.r39317
WIN0APP004_LOGS_repli,Normal,200 000 GiB,171 125 GiB,--,WIN0APP004.r39317
WIN0BDD001_C_repli,Normal,40 000 GiB,36 000 GiB,--,WIN0BDD001.r39317
WIN0BDD001_D_repli,Normal,250 000 GiB,251 000 GiB,--,WIN0BDD001.r39317
WIN0BDD001_E_repli,Normal,350 000 GiB,90 000 GiB,--,WIN0BDD001.r39317
WIN0BDD001_F_repli,Normal,50 000 GiB,16 000 GiB,--,WIN0BDD001.r39317
WIN0BDD002_C_repli,Normal,60 000 GiB,33 000 GiB,--,WIN0BDD002.r39317
WIN0BDD002_DATA_repli,Normal,200 000 GiB,138 125 GiB,--,WIN0BDD002.r39317
WIN0BDD002_LOGS_repli,Normal,50 000 GiB,41 375 GiB,--,WIN0BDD002.r39317
WIN0BDD003_C,Normal,60 000 GiB,31 000 GiB,WIN0BDD003,WIN0BDD003
WIN0BDD003_DATA,Normal,200 000 GiB,16 375 GiB,WIN0BDD003,WIN0BDD003
WIN0BDD003_LOGS,Normal,10 000 GiB,2 000 GiB,WIN0BDD003,WIN0BDD003
WIN0BDD004_C,Normal,50 000 GiB,29 000 GiB,WIN0BDD004,WIN0BDD004
WIN0BDD004_DATA,Normal,200 000 GiB,5 000 GiB,WIN0BDD004,WIN0BDD004
WIN0BDD004_LOGS,Normal,120 000 GiB,32 250 GiB,WIN0BDD004,WIN0BDD004
WIN0BDD005_C_repli,Normal,50 000 GiB,50 000 GiB,--,WIN0BDD005.r39317
WIN0BDD005_DATA_repli,Normal,1 300 000 GiB,1 216 000 GiB,--,WIN0BDD005.r39317
WIN0BDD005_LOGS_repli,Normal,420 000 GiB,421 125 GiB,--,WIN0BDD005.r39317
WIN0BDD006_backup_repli,Normal,100 000 GiB,34 000 GiB,--,WIN0BDD006.r39317
WIN0BDD006_data_repli,Normal,80 000 GiB,10 000 GiB,--,WIN0BDD006.r39317
WIN0BDD006_system_repli,Normal,60 000 GiB,29 000 GiB,--,WIN0BDD006.r39317
WIN0BDD006_tempdb_repli,Normal,40 000 GiB,25 875 GiB,--,WIN0BDD006.r39317
WIN0BDD008_C_repli,Normal,60 000 GiB,33 000 GiB,--,WIN0BDD008.r39317
WIN0BDD008_D_repli,Normal,300 000 GiB,146 000 GiB,--,WIN0BDD008.r39317
WIN0BDD008_E_repli,Normal,120 000 GiB,117 000 GiB,--,WIN0BDD008.r39317
WIN0BDD010_C_repli,Normal,100 000 GiB,39 000 GiB,--,WIN0BDD010.r39317
WIN0BDD010_D_repli,Normal,3 072 000 GiB,1 565 375 GiB,--,WIN0BDD010.r39317
WIN0BDD010_E_repli,Normal,600 000 GiB,158 375 GiB,--,WIN0BDD010.r39317
WIN1APP001_C,Normal,60 000 GiB,21 000 GiB,WIN1APP001,WIN1APP0001
WIN1APP001_DATA,Normal,50 000 GiB,5 000 GiB,WIN1APP001,WIN1APP0001
WIN1APP001_LOGS,Normal,10 000 GiB,2 000 GiB,WIN1APP001,WIN1APP0001
WIN1APP002_C,Normal,60 000 GiB,24 000 GiB,WIN1APP002,WIN1APP002
WIN1APP002_DATA,Normal,50 000 GiB,8 000 GiB,WIN1APP002,WIN1APP002
WIN1APP002_LOGS,Normal,10 000 GiB,2 000 GiB,WIN1APP002,WIN1APP002
WIN1APP003_C,Normal,70 000 GiB,24 000 GiB,WIN1APP003,WIN1APP003
WIN1APP003_LOGS,Normal,200 000 GiB,16 000 GiB,WIN1APP003,WIN1APP003
WIN1APP004_C,Normal,70 000 GiB,34 000 GiB,WIN1APP004,WIN1APP004
WIN1APP004_DATA,Normal,500 000 GiB,440 250 GiB,WIN1APP004,WIN1APP004
WIN1APP004_LOGS,Normal,200 000 GiB,170 750 GiB,WIN1APP004,WIN1APP004
WIN1BDD001_C,Normal,40 000 GiB,31 000 GiB,WIN1BDD001,WIN1BDD001
WIN1BDD001_D,Normal,100 000 GiB,84 000 GiB,WIN1BDD001,WIN1BDD001
WIN1BDD001_E,Normal,350 000 GiB,286 125 GiB,WIN1BDD001,WIN1BDD001
WIN1BDD001_F,Normal,50 000 GiB,50 375 GiB,WIN1BDD001,WIN1BDD001
WIN1BDD002_C,Normal,60 000 GiB,35 000 GiB,WIN1BDD002,WIN1BDD002
WIN1BDD002_DATA,Normal,200 000 GiB,81 000 GiB,WIN1BDD002,WIN1BDD002
WIN1BDD002_LOGS,Normal,10 000 GiB,11 000 GiB,WIN1BDD002,WIN1BDD002
WIN1BDD003_C_repli,Normal,50 000 GiB,34 000 GiB,--,WIN1BDD003.r39317
WIN1BDD003_DATA_repli,Normal,200 000 GiB,69 000 GiB,--,WIN1BDD003.r39317
WIN1BDD003_LOGS_repli,Normal,120 000 GiB,4 000 GiB,--,WIN1BDD003.r39317
WIN1BDD004_C,Normal,50 000 GiB,42 000 GiB,WIN1BDD004,WIN1BDD004
WIN1BDD004_DATA,Normal,1 000 000 GiB,1 001 125 GiB,WIN1BDD004,WIN1BDD004
WIN1BDD004_LOGS,Normal,200 000 GiB,201 000 GiB,WIN1BDD004,WIN1BDD004
WIN1BDD005_backup_repli,Normal,100 000 GiB,16 000 GiB,WIN1BDD005_CLU_A  WIN1BDD006_CLU_B  <html><i>set:</i>GO_CLU_CITRIX_PP</html>,WIN1BDD005.r39317
WIN1BDD005_data_repli,Normal,80 000 GiB,17 250 GiB,WIN1BDD005_CLU_A  WIN1BDD006_CLU_B  <html><i>set:</i>GO_CLU_CITRIX_PP</html>,WIN1BDD005.r39317
WIN1BDD005_tempdb_repli,Normal,40 000 GiB,5 000 GiB,WIN1BDD005_CLU_A  WIN1BDD006_CLU_B  <html><i>set:</i>GO_CLU_CITRIX_PP</html>,WIN1BDD005.r39317
WIN1BDD006_backup,Normal,100 000 GiB,1 000 GiB,WIN1BDD005_CLU_A  WIN1BDD006_CLU_B  <html><i>set:</i>GO_CLU_CITRIX_PP</html>,WIN1BDD006
WIN1BDD006_data,Normal,80 000 GiB,1 000 GiB,WIN1BDD005_CLU_A  WIN1BDD006_CLU_B  <html><i>set:</i>GO_CLU_CITRIX_PP</html>,WIN1BDD006
WIN1BDD006_tempdb,Normal,40 000 GiB,5 000 GiB,WIN1BDD005_CLU_A  WIN1BDD006_CLU_B  <html><i>set:</i>GO_CLU_CITRIX_PP</html>,WIN1BDD006
WIN1BDD007_BACKUP,Normal,500 000 GiB,407 875 GiB,WIN1BDD007,WIN1BDD007
WIN1BDD007_C,Normal,60 000 GiB,47 250 GiB,WIN1BDD007,WIN1BDD007
WIN1BDD007_DATA,Normal,2 000 000 GiB,1 536 875 GiB,WIN1BDD007,WIN1BDD007
WIN1BDD007_LOG,Normal,500 000 GiB,24 125 GiB,WIN1BDD007,WIN1BDD007
WIN1BDD008_Data_repli,Normal,200 000 GiB,1 000 GiB,<html><i>set:</i>GO_CLU_SQL_PP</html>,WIN1BDD008.r39317
WIN1BDD008_LOGS_repli,Normal,70 000 GiB,1 000 GiB,<html><i>set:</i>GO_CLU_SQL_PP</html>,WIN1BDD008.r39317
WIN1BDD009_Data,Normal,200 000 GiB,1 000 GiB,<html><i>set:</i>GO_CLU_SQL_PP</html>,WIN1BDD009
WIN1BDD009_LOGS,Normal,70 000 GiB,1 000 GiB,<html><i>set:</i>GO_CLU_SQL_PP</html>,WIN1BDD009
WIN1BDD010_C,Normal,60 000 GiB,30 000 GiB,WIN1BDD010,WIN1BDD010
WIN1BDD010_D,Normal,300 000 GiB,146 125 GiB,WIN1BDD010,WIN1BDD010
WIN1BDD010_E,Normal,120 000 GiB,33 000 GiB,WIN1BDD010,WIN1BDD010
WIN2BDD001_C,Normal,60 000 GiB,56 000 GiB,WIN2BDD001,--
WIN2BDD001_DATA,Normal,3 072 000 GiB,2 382 250 GiB,WIN2BDD001,--
WIN2BDD001_LOG,Normal,300 000 GiB,109 000 GiB,WIN2BDD001,--
WINNEODB01_C_repli,Normal,200 000 GiB,201 000 GiB,--,WINNEODB01.r39317
WINNEODB01_D_repli,Normal,200 000 GiB,201 000 GiB,--,WINNEODB01.r39317
WINNEODB01_E_repli,Normal,350 000 GiB,351 125 GiB,--,WINNEODB01.r39317
WINNEODB01_F_repli,Normal,200 000 GiB,166 750 GiB,--,WINNEODB01.r39317
WINNEODB11_C,Normal,100 000 GiB,85 000 GiB,WINNEODB11,WINNEODB11
WINNEODB11_D,Normal,200 000 GiB,201 000 GiB,WINNEODB11,WINNEODB11
WINNEODB11_E,Normal,250 000 GiB,251 125 GiB,WINNEODB11,WINNEODB11
WINNEODB11_F,Normal,200 000 GiB,177 000 GiB,WINNEODB11,WINNEODB11
WINSLGTDB01_C,Normal,100 000 GiB,41 000 GiB,WINSLGTDB01,WINSLGTDB01
WINSLGTDB01_D,Normal,400 000 GiB,401 000 GiB,WINSLGTDB01,WINSLGTDB01
WINSLGTDB01_E,Normal,600 000 GiB,452 000 GiB,WINSLGTDB01,WINSLGTDB01
WINSLGTDB01_F,Normal,200 000 GiB,201 000 GiB,WINSLGTDB01,WINSLGTDB01
WINSLGTDB01_G,Normal,100 000 GiB,32 000 GiB,WINSLGTDB01,WINSLGTDB01
WINSLGTDB11_C_repli,Normal,100 000 GiB,67 000 GiB,--,WINSLGTDB11.r39317
WINSLGTDB11_D_repli,Normal,400 000 GiB,401 000 GiB,--,WINSLGTDB11.r39317
WINSLGTDB11_E_repli,Normal,600 000 GiB,594 000 GiB,--,WINSLGTDB11.r39317
WINSLGTDB11_F_repli,Normal,200 000 GiB,179 875 GiB,--,WINSLGTDB11.r39317
WINSLGTDB11_G_repli,Normal,100 000 GiB,62 000 GiB,--,WINSLGTDB11.r39317
WINTEST-BK_1_repli,Normal,201 000 GiB,12 000 GiB,WINTEST-BK,TESTAB.r39317
WINTEST-BK_2_repli,Normal,11 000 GiB,2 000 GiB,WINTEST-BK,TESTAB.r39317
WINTEST-BK_3_repli,Normal,150 000 GiB,9 000 GiB,WINTEST-BK,TESTAB.r39317
-----,-----,-----,-----,-----,-----
,,561 617 500,294 407 375,,
